cle;Respondent_ID;weight;A11;A12;A13;A14;A4;A5;A5bis;A8_1_slice;A8_2_slice;A8_3_slice;A8_4_slice;B1_1_slice;B1_2_slice;B2_1_slice;B2_2_slice;B3;B4;B6;C1_1_slice;C1_2_slice;C1_3_slice;C1_4_slice;C1_5_slice;C1_6_slice;C1_7_slice;C1_8_slice;C1_9_slice;A9_1_slice;A9_2_slice;A9_3_slice;A9_4_slice;A9_5_slice;A9_6_slice;A9_7_slice;A9_8_slice;A9_9_slice;A9_10_slice;A9_11_slice;A9_12_slice;A9_13_slice;A9_14_slice;A9_15_slice;A9_16_slice;A10_1_slice;A10_2_slice;A10_3_slice;A10_4_slice;A10_5_slice;A10_6_slice;A10_7_slice;A10_8_slice;A11_1_slice;A11_2_slice;A11_3_slice;A11_4_slice;A11_5_slice;A11_6_slice;A11_7_slice;A11_8_slice;A11_9_slice;A11_10_slice;A11_11_slice;A11_12_slice;A11_13_slice;A1bis;A2;A6_1_slice;A6_2_slice;A6_3_slice;A6_4_slice;A6_5_slice;A6_6_slice;A7;B5_1_slice;B5_2_slice;B5_3_slice;B5_4_slice;B5_5_slice;B5_6_slice;C201;C202;C203;C204;C205;C206;C207;C208;C209;C210;C211;C212;C213;C214;C215;C216;C217;C218;C219;C220;C301;C302;C303;C304;C305;C306;C307;C308;C309;C310;C311;C4_1_slice;C4_2_slice;C4_3_slice;C4_4_slice;rs3;rs5;rs6;RS1;RS191;RS192;RS193;RS102RECAP;rs11recap2;RS11recap;RS193bis;RS2Recap;RS56Recap;RS2;RS11;RS102
2630;MET20_1234678;1.3948718613;1;0;0;0;1;1;;10;30;10;0;3;3;3;3;4;4;3;4;4;5;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;2;2;3;4;3;2;4;3;3;3;3;3;3;3;3;3;3;3;3;3;2;1;1;100;0;0;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;6;6;6;6;1;1;9;2;1;2;2;1;1;2;;2;2;34;0;1
2631;MET20_462038;0.9612750925;1;0;1;0;1;3;;7;7;7;1;3;3;3;3;4;1;4;5;5;5;5;5;5;5;4;5;2;3;4;3;2;2;3;2;3;3;1;3;3;2;2;3;3;2;3;2;2;3;2;1;2;2;2;2;2;2;3;2;3;2;2;2;2;1;1;45;5;10;10;10;20;90;2;4;4;4;4;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;7;7;7;7;2;3;;2;1;2;2;2;1;2;;5;3;58;0;2
2632;MET20_1964968;0.6583119793;0;1;0;0;2;;1;5;3;1;0;4;4;4;4;3;3;4;4;4;5;5;5;5;5;5;5;1;4;2;2;3;3;3;1;1;2;1;3;4;1;2;4;2;1;4;4;1;4;4;4;2;1;1;2;1;2;4;4;3;1;2;2;3;2;1;0;0;100;0;0;0;0;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;7;7;7;7;1;1;6;2;2;2;2;1;1;2;;4;1;47;0;1
2633;MET20_529222;0.837901566;1;0;0;0;1;1;;10;10;20;0;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;4;4;4;4;2;3;3;4;3;3;4;4;4;2;3;3;2;2;2;3;2;2;2;2;2;2;2;3;2;3;2;2;2;3;3;2;2;1;1;70;0;30;0;0;0;20;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;6;7;6;1;3;;2;1;2;2;1;1;2;;6;3;67;0;1
2634;MET20_575382;0.837901566;0;1;0;0;2;;1;1;1;1;0;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;2;3;3;3;2;2;2;3;2;3;2;4;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;1;0;0;20;0;0;80;0;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;2;2;2;1;1;2;;6;3;68;0;1
2635;MET20_1795974;1.0946952712;1;1;1;0;1;1;;5;5;5;1;1;4;1;4;3;3;4;2;5;5;5;2;5;5;5;5;3;4;3;3;4;1;1;3;1;4;1;4;3;3;3;1;1;1;2;1;1;4;1;1;1;1;2;4;2;1;2;2;2;2;2;2;2;1;3;0;90;0;0;10;0;0;1;4;4;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;2;2;2;1;1;2;;6;3;69;0;1
2636;MET20_1203566;0.7980860057;1;1;0;0;1;1;;2;8;2;1;3;3;3;3;3;3;3;4;4;5;5;5;5;4;4;4;1;1;1;2;4;3;2;1;2;2;1;1;2;1;1;3;2;1;2;2;1;3;1;2;2;1;1;1;1;1;1;2;2;1;2;2;1;1;2;30;15;15;10;15;15;5;2;3;4;4;3;4;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;7;7;7;7;2;3;;2;2;1;1;2;1;2;1;6;3;65;0;2
2637;MET20_1621279;0.464506602;1;0;0;0;1;3;;2;2;1;0;3;3;4;3;3;3;4;4;4;5;5;5;5;5;5;5;3;3;3;3;2;3;3;3;1;2;3;3;3;2;3;2;2;1;3;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;90;0;0;5;5;0;15;2;4;4;3;3;4;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;5;4;7;7;1;1;4;2;1;2;1;1;1;2;2;5;1;59;0;1
2638;MET20_1422314;1.0564869918;1;0;0;0;1;1;;2;2;2;0;3;3;3;3;3;3;4;5;5;5;5;5;5;5;5;5;2;3;3;3;3;3;2;3;2;3;2;3;3;2;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;25;10;10;10;35;10;10;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;1;2;2;4;3;1;;2;1;34;2;4
2639;MET20_80005941;1.257884282;1;0;0;0;1;1;;3;5;4;1;4;3;3;3;2;1;4;3;4;4;4;3;3;3;4;4;1;2;3;3;4;2;1;2;1;2;1;2;1;1;2;2;1;2;2;2;1;2;1;1;2;1;2;1;2;2;1;2;2;1;1;1;1;1;4;0;55;15;0;15;15;0;2;3;3;4;4;4;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;7;7;7;6;1;6;;2;2;1;1;2;2;1;2;4;3;46;1;2
2640;MET20_1210181;0.4572221819;1;0;0;0;1;4;;4;4;3;1;4;3;4;3;4;4;3;4;4;5;4;5;5;4;5;4;1;3;3;3;4;2;4;3;2;2;3;3;4;2;3;3;1;2;3;2;2;2;3;4;2;2;2;3;3;3;2;3;3;3;3;2;3;1;1;73;0;5;20;1;1;75;3;4;4;4;3;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;7;7;7;7;2;1;4;2;1;2;2;2;1;2;;5;1;63;0;2
2641;MET20_1008866;0.6182996491;1;0;0;0;1;2;;4;6;1;0;2;2;2;2;2;3;3;4;4;4;4;5;5;4;3;4;2;3;2;2;4;3;3;2;2;2;1;2;2;2;2;3;1;1;2;2;1;3;2;3;2;2;2;3;2;2;2;2;2;2;2;2;1;1;1;80;0;5;5;10;0;10;2;3;3;2;3;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7;7;7;7;2;1;6;2;1;2;2;3;2;1;;4;1;45;1;3
2642;MET20_7009767;1.161725334;1;0;0;0;1;1;;2;3;2;0;3;3;3;3;2;3;4;3;3;5;5;5;5;4;3;5;3;3;3;3;2;2;1;3;2;3;3;3;3;2;3;2;1;2;2;1;1;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;70;30;0;0;0;0;30;3;4;3;4;4;3;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;1;1;0;7;7;7;7;1;1;10;1;1;2;2;2;1;2;;3;2;37;0;2
2643;MET20_727554;1.012416781;1;0;1;0;3;;3;1;1;1;1;4;4;4;4;4;4;4;5;4;5;5;5;5;5;4;5;2;3;3;3;3;2;3;2;1;3;2;3;2;2;2;3;2;2;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;0;0;0;0;;100;0;3;4;4;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;7;7;7;7;1;3;;1;2;2;2;1;1;2;;6;3;67;0;1
2644;MET20_1967599;0.7980860057;1;0;0;0;1;3;;1;2;1;0;4;4;4;4;4;4;3;5;5;5;5;5;5;5;5;5;2;4;4;3;2;2;3;4;3;2;2;4;4;3;2;4;2;2;2;2;2;2;3;3;2;2;3;3;2;2;2;2;3;2;3;3;3;1;2;50;5;5;40;0;0;10;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;7;7;1;3;;2;2;2;1;2;1;2;1;6;3;67;0;2
2645;MET20_7007732;1.055956908;1;1;1;0;1;3;;20;15;10;2;4;4;3;3;2;1;3;4;4;5;5;4;5;5;5;4;2;2;3;2;3;3;2;1;2;2;1;2;2;2;2;3;1;2;3;2;1;3;2;1;2;1;1;1;2;2;1;1;2;2;1;2;1;1;1;45;10;30;5;5;5;25;1;4;4;4;4;4;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;7;7;7;7;2;3;;2;1;2;2;2;1;2;;5;3;56;0;2
2646;MET20_147348;0.464506602;0;1;0;0;2;;2;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;3;4;4;4;4;4;3;2;4;4;4;3;4;2;4;2;2;2;2;3;4;3;2;3;3;2;3;3;3;3;2;3;3;3;2;1;0;0;0;0;0;100;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;6;2;2;1;2;2;1;2;;5;1;57;0;2
2647;MET20_80001201;1.012416781;1;0;1;0;1;3;;8;8;10;2;4;3;3;3;4;4;2;4;3;5;5;5;5;5;4;2;1;2;1;2;4;3;4;1;2;2;2;2;1;2;1;1;1;1;3;1;1;4;1;2;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;65;0;3;15;2;15;45;2;4;4;4;3;4;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;7;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;73;0;2
2648;MET20_1207963;1.2758879289;1;0;0;0;1;3;;8;3;10;4;3;4;3;4;3;2;2;3;3;4;5;4;5;4;3;3;1;2;1;2;2;2;3;1;1;2;1;2;2;1;2;2;2;1;3;3;1;4;2;3;2;2;2;1;2;1;1;1;2;1;1;2;2;1;1;50;0;20;10;0;20;6;2;4;4;3;2;3;1;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;6;4;5;7;1;3;;1;1;2;1;2;1;2;2;5;3;63;0;2
2649;MET20_1250666;1.0946952712;1;0;1;0;1;2;;5;2;5;1;3;4;3;4;4;2;3;3;4;4;4;4;4;4;4;4;2;2;2;2;3;2;4;2;2;2;2;2;2;1;2;3;2;2;3;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;75;0;15;10;0;0;6;3;3;3;3;2;4;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;7;7;1;7;1;3;;1;1;2;2;2;1;2;;6;3;76;0;2
2650;MET20_1977077;0.961473076;0;1;0;0;2;;1;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;4;4;4;4;4;2;2;4;2;2;4;4;4;1;2;2;2;4;2;3;3;4;1;4;2;2;2;4;3;2;2;2;2;4;4;1;2;1;0;0;50;20;10;20;1;4;4;4;4;4;4;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;7;7;2;1;9;2;2;1;2;2;1;2;;3;2;36;0;2
2651;MET20_109109;1.0946952712;0;1;1;0;3;;2;5;10;5;5;4;4;3;3;3;4;3;4;4;5;5;5;5;5;4;4;2;3;2;2;3;3;3;3;2;3;2;3;4;2;2;2;2;2;2;2;2;3;2;4;1;2;2;2;2;1;1;2;3;2;2;2;2;3;1;0;0;80;10;;10;3;2;3;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;2;2;2;2;1;2;;6;3;79;0;2
2652;MET20_1039291;1.055956908;1;0;1;0;3;;4;1;3;1;0;4;4;3;3;4;2;4;4;4;5;5;5;5;5;4;5;2;3;2;2;3;3;3;3;2;2;2;3;2;2;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;3;1;30;0;10;30;;30;3;3;4;4;2;2;4;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;7;7;7;7;2;7;;2;1;2;2;2;1;2;;5;3;56;0;2
2653;MET20_1619133;0.9612750925;1;0;1;0;1;4;;5;7;5;2;3;3;3;3;3;3;3;3;3;5;5;5;5;4;4;4;2;2;2;2;3;2;1;2;2;2;1;2;2;2;2;2;1;1;3;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;65;10;10;10;4;1;32;2;3;4;4;3;3;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;7;7;7;7;2;3;;2;1;2;2;2;1;2;;5;3;63;0;2
2654;MET20_1185722;0.6791997325;0;1;0;0;2;;1;0;1;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;3;3;3;3;3;2;3;2;3;2;3;3;2;2;3;2;2;3;2;2;2;2;2;3;2;3;3;2;2;3;3;3;3;2;2;3;2;1;0;0;0;0;0;100;0;4;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;6;2;2;2;2;1;1;2;;4;1;47;0;1
2655;MET20_7006537;1.0176565692;0;1;0;0;2;;1;1;1;1;1;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;1;2;2;1;2;2;1;3;2;2;2;1;1;1;1;2;1;2;3;2;1;0;0;0;0;100;0;1;3;3;3;2;3;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;5;5;5;1;1;9;1;2;1;2;1;1;2;;4;2;47;0;1
2656;MET20_7008044;1.2765284167;0;0;1;0;3;;2;2;4;2;1;1;2;3;1;1;2;1;1;3;4;2;3;2;1;2;2;2;2;1;1;2;1;1;1;2;1;2;2;2;1;1;2;1;2;1;2;1;1;1;2;2;2;1;1;1;1;1;1;2;2;2;2;1;3;1;0;10;20;0;;70;4;2;2;2;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;4;2;2;3;1;1;6;1;2;2;2;3;2;1;;2;1;28;1;3
2657;MET20_80003124;0.6841663427;0;1;0;0;2;;3;1;1;1;1;3;4;3;4;3;3;3;4;4;4;4;4;4;4;4;4;2;2;2;3;2;2;2;3;2;2;2;3;3;2;2;2;2;2;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;80;0;20;0;0;0;0;3;4;3;3;3;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;7;7;1;1;9;2;2;1;2;2;1;2;;5;2;55;0;2
2658;MET20_463414;0.6791997325;1;0;1;0;1;2;;4;4;2;1;4;4;4;3;3;3;3;5;5;5;5;5;5;5;5;5;2;3;3;3;3;3;2;3;1;1;1;3;4;2;2;2;1;2;2;2;1;4;2;1;2;1;1;2;2;2;1;2;4;2;2;1;2;1;1;40;5;5;1;40;9;5;2;4;4;4;4;4;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;7;7;7;7;1;1;6;2;1;2;2;2;1;2;;4;1;48;0;2
2659;MET20_796053;1.1178917385;1;0;1;0;1;2;;10;20;10;5;3;3;3;3;3;3;3;5;4;5;5;4;5;4;5;5;2;2;3;2;4;3;2;2;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;40;0;5;30;15;6;1;3;2;2;3;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;7;5;7;5;1;1;9;1;1;2;2;3;1;2;;4;2;53;0;3
2660;MET20_7018570;1.1178917385;0;1;0;0;2;;1;0;0;0;0;4;4;4;4;4;4;4;4;4;4;4;4;4;5;4;4;3;3;4;3;3;2;3;4;3;3;3;3;3;3;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;100;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;6;6;7;1;1;9;1;2;1;2;1;1;2;;4;2;46;0;1
2661;MET20_634783;0.9612750925;0;0;1;0;3;;1;2;2;2;1;3;4;4;4;4;3;3;5;4;5;5;5;5;4;4;5;2;3;3;3;2;3;3;3;3;3;2;3;3;3;2;2;2;2;2;3;2;3;3;3;3;2;3;3;3;3;3;3;2;3;2;3;3;3;1;0;0;40;0;;60;0;3;4;4;4;4;3;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;7;7;7;7;1;3;;2;2;2;2;1;1;2;;5;3;63;0;1
2662;MET20_1211395;1.1614861152;1;0;1;0;1;1;;2;4;1;1;3;4;3;3;3;3;2;4;4;5;5;5;5;5;4;4;3;3;3;3;3;2;3;4;2;3;3;4;3;2;3;4;1;2;2;2;2;4;2;2;2;2;2;3;2;1;2;1;2;2;2;2;2;1;1;80;0;20;0;0;0;20;2;3;4;4;2;3;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;7;6;6;7;1;3;;1;1;2;2;2;1;2;;5;3;62;0;2
2663;MET20_532748;0.9643085747;1;0;0;0;1;3;;10;12;10;3;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;1;2;2;2;2;2;2;1;2;2;2;4;2;2;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;40;20;10;10;10;10;49;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;7;;1;1;2;2;2;1;2;;6;3;91;0;2
2664;MET20_980706;1.0946952712;0;0;1;0;3;;1;1;1;1;0;4;4;4;4;4;4;1;4;5;5;5;5;5;5;5;5;2;2;3;3;4;2;4;3;2;1;1;4;4;3;2;3;2;1;2;2;2;3;2;4;2;2;2;2;2;2;2;3;2;2;3;2;3;3;1;0;0;40;50;;10;5;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;7;7;7;1;3;;1;2;2;2;2;1;2;;6;3;66;0;2
2665;MET20_310328;0.7470769429;0;0;1;0;3;;2;1;1;1;0;4;3;3;3;4;4;3;4;3;5;5;5;5;5;5;4;2;3;3;4;4;2;3;4;3;3;4;4;3;2;2;3;3;2;3;2;1;2;2;3;2;1;2;2;1;1;3;2;3;3;3;3;3;3;1;0;0;0;0;;100;0;3;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;6;7;7;7;1;1;6;1;1;2;2;3;1;2;;4;1;45;0;3
2666;MET20_1211403;1.1614861152;0;1;0;0;2;;1;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;3;4;3;4;3;2;4;4;3;3;4;4;4;4;3;3;4;3;1;4;4;2;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;2;1;0;0;5;0;0;95;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;1;2;2;2;2;1;2;;5;3;63;0;2
2667;MET20_564097;0.9059973118;1;0;0;0;1;4;;10;10;4;0;3;4;4;4;4;4;2;5;5;5;5;5;5;5;5;5;2;3;1;1;2;2;4;3;1;2;3;3;4;3;2;2;1;2;4;2;2;2;3;4;2;3;2;3;2;2;1;3;1;3;2;1;2;1;1;70;0;5;15;10;0;50;2;3;4;4;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;1;2;1;2;2;6;3;83;0;2
2668;MET20_7008381;0.6026768254;0;1;0;0;2;;1;1;1;1;0;4;4;4;4;4;4;4;4;4;5;5;4;5;5;4;4;3;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;2;2;2;3;3;2;3;3;2;3;3;2;2;2;1;0;0;0;0;0;100;0;3;4;3;4;3;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;7;3;6;6;1;2;9;2;2;1;2;1;1;2;;5;2;57;0;1
2669;MET20_7009711;0.7980860057;1;0;0;0;1;1;;1;1;1;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;2;2;4;4;2;4;2;4;4;4;3;4;2;2;3;3;2;2;4;4;4;2;3;3;3;2;2;3;3;3;3;2;3;1;1;60;0;10;0;0;30;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;3;;2;1;2;2;1;1;2;;6;3;68;0;1
2670;MET20_324608;1.012416781;1;1;1;0;1;1;;10;10;6;0;4;4;4;4;3;3;4;5;4;5;5;5;5;5;5;5;1;1;2;2;4;2;1;1;1;3;1;3;3;1;1;2;2;2;2;3;2;3;2;2;2;3;2;3;2;2;2;2;3;2;2;3;2;1;1;70;10;0;0;10;10;5;3;4;4;4;3;4;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;7;7;7;1;3;;1;1;2;2;2;1;2;;6;3;65;0;2
2671;MET20_1264253;1.0564869918;1;0;1;0;3;;3;2;2;1;0;3;1;3;4;4;4;4;4;4;5;5;4;5;5;5;5;2;4;4;4;4;2;2;3;2;3;2;3;4;2;2;4;1;1;3;2;1;3;2;4;1;1;1;1;1;1;1;1;3;1;2;1;2;3;1;0;0;0;0;;100;0;3;4;4;4;4;4;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;7;6;7;7;2;1;5;2;2;2;2;2;1;2;;2;1;33;0;2
2672;MET20_7001674;1.055956908;1;0;1;0;1;2;;6;8;5;2;4;4;3;3;3;1;3;4;4;5;5;5;5;5;5;4;3;2;4;3;3;3;1;2;2;2;1;3;4;2;3;3;2;2;2;2;1;2;1;1;2;2;1;1;1;2;1;1;3;1;2;1;1;1;1;9;85;2;3;0;1;17;2;3;3;3;3;4;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;6;6;7;6;2;3;;2;1;2;1;2;1;2;2;5;3;64;0;2
2673;MET20_456725;0.9643085747;0;1;0;0;2;;2;1;3;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;3;2;3;3;2;3;3;2;2;2;3;3;3;2;3;2;2;3;3;2;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;2;1;0;0;5;0;0;95;2;4;4;4;4;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;7;7;7;1;3;;1;2;2;2;2;1;2;;6;3;68;0;2
2674;MET20_1188627;0.6722919535;1;0;0;0;1;1;;0;0;0;0;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;100;0;0;0;0;0;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;1;7;2;1;2;1;4;2;1;2;3;1;44;1;5
2675;MET20_7005273;0.5345827213;1;0;0;0;1;5;;7;7;4;2;4;4;4;4;4;4;4;4;4;5;5;5;5;5;4;5;2;3;4;4;2;2;4;2;4;3;2;4;4;2;2;4;1;1;3;1;1;4;2;4;2;1;2;1;1;1;2;2;2;2;2;2;2;1;2;30;0;10;50;10;0;80;3;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;1;2;5;1;2;2;1;3;1;2;1;5;1;62;0;3
2676;MET20_1258990;1.0239963436;1;0;0;0;1;1;;1;1;0;0;3;3;4;4;4;4;4;4;4;4;4;3;4;5;4;5;3;3;2;2;3;3;3;3;3;3;2;4;4;3;2;3;1;1;3;2;1;3;1;3;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;80;0;0;10;10;0;5;4;4;4;4;4;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;6;6;6;1;1;6;2;1;2;2;1;1;2;;2;1;26;0;1
2677;MET20_1189138;2.8198597454;0;1;0;0;2;;1;1;1;1;1;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;5;2;3;3;3;3;3;3;3;3;3;2;3;4;3;3;4;3;1;2;3;2;3;3;3;3;3;3;2;3;2;3;2;3;2;3;3;3;2;1;0;0;50;0;0;50;0;4;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;7;7;7;7;2;1;9;2;2;3;2;2;1;2;;1;2;22;0;2
